image_path,original_label,adversarial_label
adversarial_dataset/train\adv_sample_training_962.png,5,9
adversarial_dataset/train\adv_sample_training_963.png,9,1
adversarial_dataset/train\adv_sample_training_964.png,3,4
adversarial_dataset/train\adv_sample_training_965.png,8,1
adversarial_dataset/train\adv_sample_training_966.png,4,3
adversarial_dataset/train\adv_sample_training_967.png,1,0
adversarial_dataset/train\adv_sample_training_968.png,6,3
adversarial_dataset/train\adv_sample_training_969.png,6,3
adversarial_dataset/train\adv_sample_training_970.png,8,9
adversarial_dataset/train\adv_sample_training_971.png,3,6
adversarial_dataset/train\adv_sample_training_972.png,1,2
adversarial_dataset/train\adv_sample_training_973.png,1,6
adversarial_dataset/train\adv_sample_training_974.png,2,4
adversarial_dataset/train\adv_sample_training_975.png,7,3
adversarial_dataset/train\adv_sample_training_976.png,3,5
adversarial_dataset/train\adv_sample_training_977.png,0,9
adversarial_dataset/train\adv_sample_training_978.png,3,8
adversarial_dataset/train\adv_sample_training_979.png,4,2
adversarial_dataset/train\adv_sample_training_980.png,2,3
adversarial_dataset/train\adv_sample_training_981.png,6,3
adversarial_dataset/train\adv_sample_training_982.png,3,5
adversarial_dataset/train\adv_sample_training_983.png,4,5
adversarial_dataset/train\adv_sample_training_984.png,5,3
adversarial_dataset/train\adv_sample_training_985.png,2,3
adversarial_dataset/train\adv_sample_training_986.png,0,5
adversarial_dataset/train\adv_sample_training_987.png,9,1
adversarial_dataset/train\adv_sample_training_988.png,3,5
adversarial_dataset/train\adv_sample_training_989.png,6,3
adversarial_dataset/train\adv_sample_training_990.png,0,2
adversarial_dataset/train\adv_sample_training_991.png,2,4
adversarial_dataset/train\adv_sample_training_992.png,4,5
adversarial_dataset/train\adv_sample_training_993.png,4,6
adversarial_dataset/train\adv_sample_training_994.png,5,2
adversarial_dataset/train\adv_sample_training_995.png,4,5
adversarial_dataset/train\adv_sample_training_996.png,8,0
adversarial_dataset/train\adv_sample_training_997.png,9,1
adversarial_dataset/train\adv_sample_training_998.png,6,2
adversarial_dataset/train\adv_sample_training_999.png,4,2
adversarial_dataset/train\adv_sample_training_1000.png,4,6
adversarial_dataset/train\adv_sample_training_1001.png,7,4
adversarial_dataset/train\adv_sample_training_1002.png,6,3
adversarial_dataset/train\adv_sample_training_1003.png,6,2
adversarial_dataset/train\adv_sample_training_1004.png,5,7
adversarial_dataset/train\adv_sample_training_1005.png,4,8
adversarial_dataset/train\adv_sample_training_1006.png,5,3
adversarial_dataset/train\adv_sample_training_1007.png,0,8
adversarial_dataset/train\adv_sample_training_1008.png,9,1
adversarial_dataset/train\adv_sample_training_1009.png,4,2
adversarial_dataset/train\adv_sample_training_1010.png,4,3
adversarial_dataset/train\adv_sample_training_1011.png,9,0
adversarial_dataset/train\adv_sample_training_1012.png,0,8
adversarial_dataset/train\adv_sample_training_1013.png,9,7
adversarial_dataset/train\adv_sample_training_1014.png,4,7
adversarial_dataset/train\adv_sample_training_1015.png,7,0
adversarial_dataset/train\adv_sample_training_1016.png,8,1
adversarial_dataset/train\adv_sample_training_1017.png,1,9
adversarial_dataset/train\adv_sample_training_1018.png,6,2
adversarial_dataset/train\adv_sample_training_1019.png,0,3
adversarial_dataset/train\adv_sample_training_1020.png,4,0
adversarial_dataset/train\adv_sample_training_1021.png,0,8
adversarial_dataset/train\adv_sample_training_1022.png,6,2
adversarial_dataset/train\adv_sample_training_1023.png,0,2
adversarial_dataset/train\adv_sample_training_1024.png,0,3
adversarial_dataset/train\adv_sample_training_1025.png,9,3
adversarial_dataset/train\adv_sample_training_1026.png,5,4
adversarial_dataset/train\adv_sample_training_1027.png,6,3
adversarial_dataset/train\adv_sample_training_1028.png,1,9
adversarial_dataset/train\adv_sample_training_1029.png,2,4
adversarial_dataset/train\adv_sample_training_1030.png,8,0
adversarial_dataset/train\adv_sample_training_1031.png,7,3
adversarial_dataset/train\adv_sample_training_1032.png,7,8
adversarial_dataset/train\adv_sample_training_1033.png,7,4
adversarial_dataset/train\adv_sample_training_1034.png,1,2
adversarial_dataset/train\adv_sample_training_1035.png,3,5
adversarial_dataset/train\adv_sample_training_1036.png,4,3
adversarial_dataset/train\adv_sample_training_1037.png,5,7
adversarial_dataset/train\adv_sample_training_1038.png,9,1
adversarial_dataset/train\adv_sample_training_1039.png,2,4
adversarial_dataset/train\adv_sample_training_1040.png,2,3
adversarial_dataset/train\adv_sample_training_1041.png,4,0
adversarial_dataset/train\adv_sample_training_1042.png,7,4
adversarial_dataset/train\adv_sample_training_1043.png,6,1
adversarial_dataset/train\adv_sample_training_1044.png,2,5
adversarial_dataset/train\adv_sample_training_1045.png,4,7
adversarial_dataset/train\adv_sample_training_1046.png,6,2
adversarial_dataset/train\adv_sample_training_1047.png,4,7
adversarial_dataset/train\adv_sample_training_1048.png,2,6
adversarial_dataset/train\adv_sample_training_1049.png,1,9
adversarial_dataset/train\adv_sample_training_1050.png,7,4
adversarial_dataset/train\adv_sample_training_1051.png,4,2
adversarial_dataset/train\adv_sample_training_1052.png,1,2
adversarial_dataset/train\adv_sample_training_1053.png,7,5
adversarial_dataset/train\adv_sample_training_1054.png,3,4
adversarial_dataset/train\adv_sample_training_1055.png,7,2
adversarial_dataset/train\adv_sample_training_1056.png,4,2
adversarial_dataset/train\adv_sample_training_1057.png,6,0
adversarial_dataset/train\adv_sample_training_1058.png,3,2
adversarial_dataset/train\adv_sample_training_1059.png,9,7
adversarial_dataset/train\adv_sample_training_1060.png,5,2
adversarial_dataset/train\adv_sample_training_1061.png,9,6
adversarial_dataset/train\adv_sample_training_1062.png,5,3
adversarial_dataset/train\adv_sample_training_1063.png,0,5
adversarial_dataset/train\adv_sample_training_1064.png,7,5
adversarial_dataset/train\adv_sample_training_1065.png,2,4
adversarial_dataset/train\adv_sample_training_1066.png,4,7
adversarial_dataset/train\adv_sample_training_1067.png,0,5
adversarial_dataset/train\adv_sample_training_1068.png,5,3
adversarial_dataset/train\adv_sample_training_1069.png,4,7
adversarial_dataset/train\adv_sample_training_1070.png,0,1
adversarial_dataset/train\adv_sample_training_1071.png,4,3
adversarial_dataset/train\adv_sample_training_1072.png,7,4
adversarial_dataset/train\adv_sample_training_1073.png,4,8
adversarial_dataset/train\adv_sample_training_1074.png,0,2
adversarial_dataset/train\adv_sample_training_1075.png,7,4
adversarial_dataset/train\adv_sample_training_1076.png,9,1
adversarial_dataset/train\adv_sample_training_1077.png,9,1
adversarial_dataset/train\adv_sample_training_1078.png,3,2
adversarial_dataset/train\adv_sample_training_1079.png,3,2
adversarial_dataset/train\adv_sample_training_1080.png,4,2
adversarial_dataset/train\adv_sample_training_1081.png,0,8
adversarial_dataset/train\adv_sample_training_1082.png,6,3
adversarial_dataset/train\adv_sample_training_1083.png,5,2
adversarial_dataset/train\adv_sample_training_1084.png,0,9
adversarial_dataset/train\adv_sample_training_1085.png,0,2
adversarial_dataset/train\adv_sample_training_1086.png,3,4
adversarial_dataset/train\adv_sample_training_1087.png,5,3
adversarial_dataset/train\adv_sample_training_1088.png,1,9
adversarial_dataset/train\adv_sample_training_1089.png,4,2
adversarial_dataset/train\adv_sample_training_1090.png,0,2
adversarial_dataset/train\adv_sample_training_1091.png,2,8
adversarial_dataset/train\adv_sample_training_1092.png,4,2
adversarial_dataset/train\adv_sample_training_1093.png,3,5
adversarial_dataset/train\adv_sample_training_1094.png,3,2
adversarial_dataset/train\adv_sample_training_1095.png,7,9
adversarial_dataset/train\adv_sample_training_1096.png,3,5
adversarial_dataset/train\adv_sample_training_1097.png,7,6
adversarial_dataset/train\adv_sample_training_1098.png,1,9
adversarial_dataset/train\adv_sample_training_1099.png,0,9
adversarial_dataset/train\adv_sample_training_1100.png,0,7
adversarial_dataset/train\adv_sample_training_1101.png,8,1
adversarial_dataset/train\adv_sample_training_1102.png,8,0
adversarial_dataset/train\adv_sample_training_1103.png,5,3
adversarial_dataset/train\adv_sample_training_1104.png,9,1
adversarial_dataset/train\adv_sample_training_1105.png,1,9
adversarial_dataset/train\adv_sample_training_1106.png,1,9
adversarial_dataset/train\adv_sample_training_1107.png,6,4
adversarial_dataset/train\adv_sample_training_1108.png,2,4
adversarial_dataset/train\adv_sample_training_1109.png,4,2
adversarial_dataset/train\adv_sample_training_1110.png,2,4
adversarial_dataset/train\adv_sample_training_1111.png,3,2
adversarial_dataset/train\adv_sample_training_1112.png,5,3
adversarial_dataset/train\adv_sample_training_1113.png,2,4
adversarial_dataset/train\adv_sample_training_1114.png,6,4
adversarial_dataset/train\adv_sample_training_1115.png,8,0
adversarial_dataset/train\adv_sample_training_1116.png,4,2
adversarial_dataset/train\adv_sample_training_1117.png,9,1
adversarial_dataset/train\adv_sample_training_1118.png,6,2
adversarial_dataset/train\adv_sample_training_1119.png,0,7
adversarial_dataset/train\adv_sample_training_1120.png,5,6
adversarial_dataset/train\adv_sample_training_1121.png,3,4
adversarial_dataset/train\adv_sample_training_1122.png,8,1
adversarial_dataset/train\adv_sample_training_1123.png,2,5
adversarial_dataset/train\adv_sample_training_1124.png,6,7
adversarial_dataset/train\adv_sample_training_1125.png,5,9
adversarial_dataset/train\adv_sample_training_1126.png,2,1
adversarial_dataset/train\adv_sample_training_1127.png,0,1
adversarial_dataset/train\adv_sample_training_1128.png,3,4
adversarial_dataset/train\adv_sample_training_1129.png,9,1
adversarial_dataset/train\adv_sample_training_1130.png,9,1
adversarial_dataset/train\adv_sample_training_1131.png,4,7
adversarial_dataset/train\adv_sample_training_1132.png,0,8
adversarial_dataset/train\adv_sample_training_1133.png,4,2
adversarial_dataset/train\adv_sample_training_1134.png,9,1
adversarial_dataset/train\adv_sample_training_1135.png,5,4
adversarial_dataset/train\adv_sample_training_1136.png,0,3
adversarial_dataset/train\adv_sample_training_1137.png,8,0
adversarial_dataset/train\adv_sample_training_1138.png,1,0
adversarial_dataset/train\adv_sample_training_1139.png,8,0
adversarial_dataset/train\adv_sample_training_1140.png,9,3
adversarial_dataset/train\adv_sample_training_1141.png,3,4
adversarial_dataset/train\adv_sample_training_1142.png,4,3
adversarial_dataset/train\adv_sample_training_1143.png,2,3
adversarial_dataset/train\adv_sample_training_1144.png,7,1
adversarial_dataset/train\adv_sample_training_1145.png,6,2
adversarial_dataset/train\adv_sample_training_1146.png,8,0
adversarial_dataset/train\adv_sample_training_1147.png,6,2
adversarial_dataset/train\adv_sample_training_1148.png,3,4
adversarial_dataset/train\adv_sample_training_1149.png,9,7
adversarial_dataset/train\adv_sample_training_1150.png,3,7
adversarial_dataset/train\adv_sample_training_1151.png,9,3
adversarial_dataset/train\adv_sample_training_1152.png,3,5
adversarial_dataset/train\adv_sample_training_1153.png,5,3
adversarial_dataset/train\adv_sample_training_1154.png,4,7
adversarial_dataset/train\adv_sample_training_1155.png,4,2
adversarial_dataset/train\adv_sample_training_1156.png,1,9
adversarial_dataset/train\adv_sample_training_1157.png,2,0
adversarial_dataset/train\adv_sample_training_1158.png,8,0
adversarial_dataset/train\adv_sample_training_1159.png,6,8
adversarial_dataset/train\adv_sample_training_1160.png,2,8
adversarial_dataset/train\adv_sample_training_1161.png,3,4
adversarial_dataset/train\adv_sample_training_1162.png,9,1
adversarial_dataset/train\adv_sample_training_1163.png,1,9
adversarial_dataset/train\adv_sample_training_1164.png,3,4
adversarial_dataset/train\adv_sample_training_1165.png,6,2
adversarial_dataset/train\adv_sample_training_1166.png,4,2
adversarial_dataset/train\adv_sample_training_1167.png,1,9
adversarial_dataset/train\adv_sample_training_1168.png,3,5
adversarial_dataset/train\adv_sample_training_1169.png,4,2
adversarial_dataset/train\adv_sample_training_1170.png,4,3
adversarial_dataset/train\adv_sample_training_1171.png,5,7
adversarial_dataset/train\adv_sample_training_1172.png,6,2
adversarial_dataset/train\adv_sample_training_1173.png,1,9
adversarial_dataset/train\adv_sample_training_1174.png,1,9
adversarial_dataset/train\adv_sample_training_1175.png,6,1
adversarial_dataset/train\adv_sample_training_1176.png,2,3
adversarial_dataset/train\adv_sample_training_1177.png,4,5
adversarial_dataset/train\adv_sample_training_1178.png,8,0
adversarial_dataset/train\adv_sample_training_1179.png,2,6
adversarial_dataset/train\adv_sample_training_1180.png,5,3
adversarial_dataset/train\adv_sample_training_1181.png,1,7
adversarial_dataset/train\adv_sample_training_1182.png,1,0
adversarial_dataset/train\adv_sample_training_1183.png,9,1
adversarial_dataset/train\adv_sample_training_1184.png,5,3
adversarial_dataset/train\adv_sample_training_1185.png,9,0
adversarial_dataset/train\adv_sample_training_1186.png,6,2
adversarial_dataset/train\adv_sample_training_1187.png,6,3
adversarial_dataset/train\adv_sample_training_1188.png,4,5
adversarial_dataset/train\adv_sample_training_1189.png,7,4
adversarial_dataset/train\adv_sample_training_1190.png,0,8
adversarial_dataset/train\adv_sample_training_1191.png,5,3
adversarial_dataset/train\adv_sample_training_1192.png,3,5
adversarial_dataset/train\adv_sample_training_1193.png,9,3
adversarial_dataset/train\adv_sample_training_1194.png,7,4
adversarial_dataset/train\adv_sample_training_1195.png,4,2
adversarial_dataset/train\adv_sample_training_1196.png,6,2
adversarial_dataset/train\adv_sample_training_1197.png,3,5
adversarial_dataset/train\adv_sample_training_1198.png,4,6
adversarial_dataset/train\adv_sample_training_1199.png,6,3
adversarial_dataset/train\adv_sample_training_1200.png,1,9
adversarial_dataset/train\adv_sample_training_1201.png,6,5
adversarial_dataset/train\adv_sample_training_1202.png,5,3
adversarial_dataset/train\adv_sample_training_1203.png,3,6
adversarial_dataset/train\adv_sample_training_1204.png,0,4
adversarial_dataset/train\adv_sample_training_1205.png,0,3
adversarial_dataset/train\adv_sample_training_1206.png,2,4
adversarial_dataset/train\adv_sample_training_1207.png,5,2
adversarial_dataset/train\adv_sample_training_1208.png,4,2
adversarial_dataset/train\adv_sample_training_1209.png,7,4
adversarial_dataset/train\adv_sample_training_1210.png,0,1
adversarial_dataset/train\adv_sample_training_1211.png,6,2
adversarial_dataset/train\adv_sample_training_1212.png,3,0
adversarial_dataset/train\adv_sample_training_1213.png,7,4
adversarial_dataset/train\adv_sample_training_1214.png,1,9
adversarial_dataset/train\adv_sample_training_1215.png,9,1
adversarial_dataset/train\adv_sample_training_1216.png,4,2
adversarial_dataset/train\adv_sample_training_1217.png,0,8
adversarial_dataset/train\adv_sample_training_1218.png,4,8
adversarial_dataset/train\adv_sample_training_1219.png,5,3
adversarial_dataset/train\adv_sample_training_1220.png,2,6
adversarial_dataset/train\adv_sample_training_1221.png,9,8
adversarial_dataset/train\adv_sample_training_1222.png,2,1
adversarial_dataset/train\adv_sample_training_1223.png,6,2
adversarial_dataset/train\adv_sample_training_1224.png,5,4
adversarial_dataset/train\adv_sample_training_1225.png,0,4
adversarial_dataset/train\adv_sample_training_1226.png,6,2
adversarial_dataset/train\adv_sample_training_1227.png,4,2
adversarial_dataset/train\adv_sample_training_1228.png,1,9
adversarial_dataset/train\adv_sample_training_1229.png,9,1
adversarial_dataset/train\adv_sample_training_1230.png,1,7
adversarial_dataset/train\adv_sample_training_1231.png,9,1
adversarial_dataset/train\adv_sample_training_1232.png,0,1
adversarial_dataset/train\adv_sample_training_1233.png,1,9
adversarial_dataset/train\adv_sample_training_1234.png,3,7
adversarial_dataset/train\adv_sample_training_1235.png,8,5
adversarial_dataset/train\adv_sample_training_1236.png,9,1
adversarial_dataset/train\adv_sample_training_1237.png,8,0
adversarial_dataset/train\adv_sample_training_1238.png,1,8
adversarial_dataset/train\adv_sample_training_1239.png,5,9
adversarial_dataset/train\adv_sample_training_1240.png,5,3
adversarial_dataset/train\adv_sample_training_1241.png,1,0
adversarial_dataset/train\adv_sample_training_1242.png,1,9
adversarial_dataset/train\adv_sample_training_1243.png,7,1
adversarial_dataset/train\adv_sample_training_1244.png,4,6
adversarial_dataset/train\adv_sample_training_1245.png,4,2
adversarial_dataset/train\adv_sample_training_1246.png,1,9
adversarial_dataset/train\adv_sample_training_1247.png,8,0
adversarial_dataset/train\adv_sample_training_1248.png,6,3
adversarial_dataset/train\adv_sample_training_1249.png,2,4
adversarial_dataset/train\adv_sample_training_1250.png,3,5
adversarial_dataset/train\adv_sample_training_1251.png,3,4
adversarial_dataset/train\adv_sample_training_1252.png,8,0
adversarial_dataset/train\adv_sample_training_1253.png,2,4
adversarial_dataset/train\adv_sample_training_1254.png,7,4
adversarial_dataset/train\adv_sample_training_1255.png,5,4
adversarial_dataset/train\adv_sample_training_1256.png,1,2
adversarial_dataset/train\adv_sample_training_1257.png,4,2
adversarial_dataset/train\adv_sample_training_1258.png,4,2
adversarial_dataset/train\adv_sample_training_1259.png,5,3
adversarial_dataset/train\adv_sample_training_1260.png,6,4
adversarial_dataset/train\adv_sample_training_1261.png,6,4
adversarial_dataset/train\adv_sample_training_1262.png,3,5
adversarial_dataset/train\adv_sample_training_1263.png,3,9
adversarial_dataset/train\adv_sample_training_1264.png,3,5
adversarial_dataset/train\adv_sample_training_1265.png,0,4
adversarial_dataset/train\adv_sample_training_1266.png,3,1
adversarial_dataset/train\adv_sample_training_1267.png,0,3
adversarial_dataset/train\adv_sample_training_1268.png,4,2
adversarial_dataset/train\adv_sample_training_1269.png,7,4
adversarial_dataset/train\adv_sample_training_1270.png,0,4
adversarial_dataset/train\adv_sample_training_1271.png,1,9
adversarial_dataset/train\adv_sample_training_1272.png,9,1
adversarial_dataset/train\adv_sample_training_1273.png,1,2
adversarial_dataset/train\adv_sample_training_1274.png,7,5
adversarial_dataset/train\adv_sample_training_1275.png,4,2
adversarial_dataset/train\adv_sample_training_1276.png,5,3
adversarial_dataset/train\adv_sample_training_1277.png,7,5
adversarial_dataset/train\adv_sample_training_1278.png,8,3
adversarial_dataset/train\adv_sample_training_1279.png,9,1
adversarial_dataset/train\adv_sample_training_1280.png,1,9
adversarial_dataset/train\adv_sample_training_1281.png,9,8
adversarial_dataset/train\adv_sample_training_1282.png,0,4
adversarial_dataset/train\adv_sample_training_1283.png,7,5
adversarial_dataset/train\adv_sample_training_1284.png,6,3
adversarial_dataset/train\adv_sample_training_1285.png,4,2
adversarial_dataset/train\adv_sample_training_1286.png,6,4
adversarial_dataset/train\adv_sample_training_1287.png,3,5
adversarial_dataset/train\adv_sample_training_1288.png,6,4
adversarial_dataset/train\adv_sample_training_1289.png,8,0
adversarial_dataset/train\adv_sample_training_1290.png,9,5
adversarial_dataset/train\adv_sample_training_1291.png,0,9
adversarial_dataset/train\adv_sample_training_1292.png,0,1
adversarial_dataset/train\adv_sample_training_1293.png,7,4
adversarial_dataset/train\adv_sample_training_1294.png,6,4
adversarial_dataset/train\adv_sample_training_1295.png,6,5
adversarial_dataset/train\adv_sample_training_1296.png,4,2
adversarial_dataset/train\adv_sample_training_1297.png,0,2
adversarial_dataset/train\adv_sample_training_1298.png,2,4
adversarial_dataset/train\adv_sample_training_1299.png,7,4
adversarial_dataset/train\adv_sample_training_1300.png,4,2
adversarial_dataset/train\adv_sample_training_1301.png,9,1
adversarial_dataset/train\adv_sample_training_1302.png,7,9
adversarial_dataset/train\adv_sample_training_1303.png,4,5
adversarial_dataset/train\adv_sample_training_1304.png,2,5
adversarial_dataset/train\adv_sample_training_1305.png,4,6
adversarial_dataset/train\adv_sample_training_1306.png,7,4
adversarial_dataset/train\adv_sample_training_1307.png,6,2
adversarial_dataset/train\adv_sample_training_1308.png,2,6
adversarial_dataset/train\adv_sample_training_1309.png,9,0
adversarial_dataset/train\adv_sample_training_1310.png,2,5
adversarial_dataset/train\adv_sample_training_1311.png,3,6
adversarial_dataset/train\adv_sample_training_1312.png,9,1
adversarial_dataset/train\adv_sample_training_1313.png,0,2
adversarial_dataset/train\adv_sample_training_1314.png,4,0
adversarial_dataset/train\adv_sample_training_1315.png,0,2
adversarial_dataset/train\adv_sample_training_1316.png,7,4
adversarial_dataset/train\adv_sample_training_1317.png,1,9
adversarial_dataset/train\adv_sample_training_1318.png,0,2
adversarial_dataset/train\adv_sample_training_1319.png,6,3
adversarial_dataset/train\adv_sample_training_1320.png,7,4
adversarial_dataset/train\adv_sample_training_1321.png,9,1
adversarial_dataset/train\adv_sample_training_1322.png,4,2
adversarial_dataset/train\adv_sample_training_1323.png,3,4
adversarial_dataset/train\adv_sample_training_1324.png,4,2
adversarial_dataset/train\adv_sample_training_1325.png,3,7
adversarial_dataset/train\adv_sample_training_1326.png,3,5
adversarial_dataset/train\adv_sample_training_1327.png,7,3
adversarial_dataset/train\adv_sample_training_1328.png,4,2
adversarial_dataset/train\adv_sample_training_1329.png,5,2
adversarial_dataset/train\adv_sample_training_1330.png,6,5
adversarial_dataset/train\adv_sample_training_1331.png,6,3
adversarial_dataset/train\adv_sample_training_1332.png,0,4
adversarial_dataset/train\adv_sample_training_1333.png,6,3
adversarial_dataset/train\adv_sample_training_1334.png,3,4
adversarial_dataset/train\adv_sample_training_1335.png,6,4
adversarial_dataset/train\adv_sample_training_1336.png,4,3
adversarial_dataset/train\adv_sample_training_1337.png,7,2
adversarial_dataset/train\adv_sample_training_1338.png,6,2
adversarial_dataset/train\adv_sample_training_1339.png,2,8
adversarial_dataset/train\adv_sample_training_1340.png,2,4
adversarial_dataset/train\adv_sample_training_1341.png,6,2
adversarial_dataset/train\adv_sample_training_1342.png,7,4
adversarial_dataset/train\adv_sample_training_1343.png,9,0
adversarial_dataset/train\adv_sample_training_1344.png,0,9
adversarial_dataset/train\adv_sample_training_1345.png,4,2
adversarial_dataset/train\adv_sample_training_1346.png,0,1
adversarial_dataset/train\adv_sample_training_1347.png,2,3
adversarial_dataset/train\adv_sample_training_1348.png,4,6
adversarial_dataset/train\adv_sample_training_1349.png,0,8
adversarial_dataset/train\adv_sample_training_1350.png,0,2
adversarial_dataset/train\adv_sample_training_1351.png,8,0
adversarial_dataset/train\adv_sample_training_1352.png,3,5
adversarial_dataset/train\adv_sample_training_1353.png,2,4
adversarial_dataset/train\adv_sample_training_1354.png,0,8
adversarial_dataset/train\adv_sample_training_1355.png,9,8
adversarial_dataset/train\adv_sample_training_1356.png,9,1
adversarial_dataset/train\adv_sample_training_1357.png,9,1
adversarial_dataset/train\adv_sample_training_1358.png,6,0
adversarial_dataset/train\adv_sample_training_1359.png,9,3
adversarial_dataset/train\adv_sample_training_1360.png,1,9
adversarial_dataset/train\adv_sample_training_1361.png,0,1
adversarial_dataset/train\adv_sample_training_1362.png,9,1
adversarial_dataset/train\adv_sample_training_1363.png,2,6
adversarial_dataset/train\adv_sample_training_1364.png,0,4
adversarial_dataset/train\adv_sample_training_1365.png,8,9
adversarial_dataset/train\adv_sample_training_1366.png,6,2
adversarial_dataset/train\adv_sample_training_1367.png,9,1
adversarial_dataset/train\adv_sample_training_1368.png,3,4
adversarial_dataset/train\adv_sample_training_1369.png,6,2
adversarial_dataset/train\adv_sample_training_1370.png,6,3
adversarial_dataset/train\adv_sample_training_1371.png,4,5
adversarial_dataset/train\adv_sample_training_1372.png,4,2
adversarial_dataset/train\adv_sample_training_1373.png,3,9
adversarial_dataset/train\adv_sample_training_1374.png,3,2
adversarial_dataset/train\adv_sample_training_1375.png,1,0
adversarial_dataset/train\adv_sample_training_1376.png,6,1
adversarial_dataset/train\adv_sample_training_1377.png,0,1
adversarial_dataset/train\adv_sample_training_1378.png,5,2
adversarial_dataset/train\adv_sample_training_1379.png,9,1
adversarial_dataset/train\adv_sample_training_1380.png,2,6
adversarial_dataset/train\adv_sample_training_1381.png,7,4
adversarial_dataset/train\adv_sample_training_1382.png,9,1
adversarial_dataset/train\adv_sample_training_1383.png,6,3
adversarial_dataset/train\adv_sample_training_1384.png,2,6
adversarial_dataset/train\adv_sample_training_1385.png,0,2
adversarial_dataset/train\adv_sample_training_1386.png,9,1
adversarial_dataset/train\adv_sample_training_1387.png,0,2
adversarial_dataset/train\adv_sample_training_1388.png,8,0
adversarial_dataset/train\adv_sample_training_1389.png,5,7
adversarial_dataset/train\adv_sample_training_1390.png,5,6
adversarial_dataset/train\adv_sample_training_1391.png,2,3
adversarial_dataset/train\adv_sample_training_1392.png,9,3
adversarial_dataset/train\adv_sample_training_1393.png,8,1
adversarial_dataset/train\adv_sample_training_1394.png,9,2
adversarial_dataset/train\adv_sample_training_1395.png,2,5
adversarial_dataset/train\adv_sample_training_1396.png,8,1
adversarial_dataset/train\adv_sample_training_1397.png,1,9
adversarial_dataset/train\adv_sample_training_1398.png,7,5
adversarial_dataset/train\adv_sample_training_1399.png,9,2
adversarial_dataset/train\adv_sample_training_1400.png,6,3
adversarial_dataset/train\adv_sample_training_1401.png,0,8
adversarial_dataset/train\adv_sample_training_1402.png,6,4
adversarial_dataset/train\adv_sample_training_1403.png,3,2
adversarial_dataset/train\adv_sample_training_1404.png,3,5
adversarial_dataset/train\adv_sample_training_1405.png,7,4
adversarial_dataset/train\adv_sample_training_1406.png,3,7
adversarial_dataset/train\adv_sample_training_1407.png,4,2
adversarial_dataset/train\adv_sample_training_1408.png,0,8
adversarial_dataset/train\adv_sample_training_1409.png,5,3
adversarial_dataset/train\adv_sample_training_1410.png,9,1
adversarial_dataset/train\adv_sample_training_1411.png,7,3
adversarial_dataset/train\adv_sample_training_1412.png,1,3
adversarial_dataset/train\adv_sample_training_1413.png,8,3
adversarial_dataset/train\adv_sample_training_1414.png,0,8
adversarial_dataset/train\adv_sample_training_1415.png,9,8
adversarial_dataset/train\adv_sample_training_1416.png,6,3
adversarial_dataset/train\adv_sample_training_1417.png,6,4
adversarial_dataset/train\adv_sample_training_1418.png,6,2
adversarial_dataset/train\adv_sample_training_1419.png,6,2
adversarial_dataset/train\adv_sample_training_1420.png,6,4
adversarial_dataset/train\adv_sample_training_1421.png,3,5
adversarial_dataset/train\adv_sample_training_1422.png,1,4
adversarial_dataset/train\adv_sample_training_1423.png,4,2
adversarial_dataset/train\adv_sample_training_1424.png,0,2
adversarial_dataset/train\adv_sample_training_1425.png,2,6
adversarial_dataset/train\adv_sample_training_1426.png,0,2
adversarial_dataset/train\adv_sample_training_1427.png,8,9
adversarial_dataset/train\adv_sample_training_1428.png,2,8
adversarial_dataset/train\adv_sample_training_1429.png,2,5
adversarial_dataset/train\adv_sample_training_1430.png,7,5
adversarial_dataset/train\adv_sample_training_1431.png,9,7
adversarial_dataset/train\adv_sample_training_1432.png,4,7
adversarial_dataset/train\adv_sample_training_1433.png,6,3
adversarial_dataset/train\adv_sample_training_1434.png,0,7
adversarial_dataset/train\adv_sample_training_1435.png,1,9
adversarial_dataset/train\adv_sample_training_1436.png,2,6
adversarial_dataset/train\adv_sample_training_1437.png,8,0
adversarial_dataset/train\adv_sample_training_1438.png,3,6
adversarial_dataset/train\adv_sample_training_1439.png,1,8
adversarial_dataset/train\adv_sample_training_1440.png,6,4
adversarial_dataset/train\adv_sample_training_1441.png,7,5
adversarial_dataset/train\adv_sample_training_1442.png,0,4
adversarial_dataset/train\adv_sample_training_1443.png,6,8
adversarial_dataset/train\adv_sample_training_1444.png,2,6
adversarial_dataset/train\adv_sample_training_1445.png,7,2
adversarial_dataset/train\adv_sample_training_1446.png,6,4
adversarial_dataset/train\adv_sample_training_1447.png,2,3
adversarial_dataset/train\adv_sample_training_1448.png,2,3
adversarial_dataset/train\adv_sample_training_1449.png,9,5
adversarial_dataset/train\adv_sample_training_1450.png,7,5
adversarial_dataset/train\adv_sample_training_1451.png,0,2
adversarial_dataset/train\adv_sample_training_1452.png,2,3
adversarial_dataset/train\adv_sample_training_1453.png,4,6
adversarial_dataset/train\adv_sample_training_1454.png,3,5
adversarial_dataset/train\adv_sample_training_1455.png,0,8
adversarial_dataset/train\adv_sample_training_1456.png,0,2
adversarial_dataset/train\adv_sample_training_1457.png,5,4
adversarial_dataset/train\adv_sample_training_1458.png,2,1
adversarial_dataset/train\adv_sample_training_1459.png,8,9
adversarial_dataset/train\adv_sample_training_1460.png,2,0
adversarial_dataset/train\adv_sample_training_1461.png,3,5
